sale_id,sale_date,year,month,store_name,location,store_type,product_name,category,quantity,unit_price,discount_amount,total_sales,cost_price,gross_profit,payment_method
SALE-102449,2023-02-11,2023,2,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Facial Cleanser,Skin Care,1,4800,0,4800,3300,1500,POS
SALE-102450,2025-07-08,2025,7,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,9,5200,0,46800,3600,14400,Cash
SALE-102451,2025-05-21,2025,5,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Facial Cleanser,Skin Care,2,4800,0,9600,3300,3000,POS
SALE-102452,2024-09-26,2024,9,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,6,4500,0,27000,3200,7800,Transfer
SALE-102453,2025-11-11,2025,11,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,8,4500,0,36000,3200,10400,Transfer
SALE-102454,2025-07-18,2025,7,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,8,3800,0,30400,2600,9600,POS
SALE-102455,2023-09-02,2023,9,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Face Cream,Skin Care,10,5200,500,51500,3600,15500,Transfer
SALE-102456,2023-01-08,2023,1,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,11,5200,500,56700,3600,17100,Cash
SALE-102457,2024-12-16,2024,12,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Lotion,Body Care,13,4500,0,58500,3200,16900,Transfer
SALE-102458,2025-04-11,2025,4,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Scrub,Body Care,1,4200,0,4200,3000,1200,Transfer
SALE-102459,2023-04-17,2023,4,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Lotion,Body Care,4,4500,0,18000,3200,5200,Cash
SALE-102460,2023-01-08,2023,1,Justrite Ogba,Ogba,Supermarket,GlowCare Body Scrub,Body Care,1,4200,1000,3200,3000,200,Cash
SALE-102461,2024-11-16,2024,11,Jendol Alakuko,Alakuko,Superstore,GlowCare Shower Gel,Bath Care,11,3800,0,41800,2600,13200,Cash
SALE-102462,2025-11-28,2025,11,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,0,15200,2600,4800,Cash
SALE-102463,2024-04-12,2024,4,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,7,4200,0,29400,3000,8400,POS
SALE-102464,2024-09-12,2024,9,Justrite Ogba,Ogba,Supermarket,GlowCare Face Cream,Skin Care,3,5200,0,15600,3600,4800,Cash
SALE-102465,2023-07-02,2023,7,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Face Cream,Skin Care,8,5200,500,41100,3600,12300,Transfer
SALE-102466,2024-12-26,2024,12,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,4,4200,0,16800,3000,4800,Transfer
SALE-102467,2025-03-25,2025,3,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Shower Gel,Bath Care,13,3800,0,49400,2600,15600,POS
SALE-102468,2023-11-06,2023,11,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,500,28300,3300,8500,Transfer
SALE-102469,2025-01-12,2025,1,Shoprite The Palms,Lekki,Supermarket,GlowCare Face Cream,Skin Care,11,5200,500,56700,3600,17100,Transfer
SALE-102470,2023-09-15,2023,9,Jendol Alakuko,Alakuko,Superstore,GlowCare Body Lotion,Body Care,12,4500,500,53500,3200,15100,Transfer
SALE-102471,2023-05-22,2023,5,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,2,4500,1000,8000,3200,1600,Transfer
SALE-102472,2024-04-09,2024,4,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,12,4800,1000,56600,3300,17000,Cash
SALE-102473,2025-05-27,2025,5,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,10,4500,500,44500,3200,12500,Cash
SALE-102474,2024-07-14,2024,7,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,2,4500,1000,8000,3200,1600,Transfer
SALE-102475,2024-02-11,2024,2,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,6,4800,500,28300,3300,8500,Transfer
SALE-102476,2024-07-11,2024,7,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,3,4200,0,12600,3000,3600,Transfer
SALE-102477,2025-11-04,2025,11,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Lotion,Body Care,14,4500,0,63000,3200,18200,Transfer
SALE-102478,2025-11-07,2025,11,Justrite Ogba,Ogba,Supermarket,GlowCare Shower Gel,Bath Care,5,3800,1000,18000,2600,5000,Transfer
SALE-102479,2024-05-28,2024,5,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,13,3800,0,49400,2600,15600,POS
SALE-102480,2023-02-25,2023,2,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,12,4500,1000,53000,3200,14600,Transfer
SALE-102481,2024-12-22,2024,12,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,7,4500,1000,30500,3200,8100,Cash
SALE-102482,2025-09-30,2025,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,14,4500,1000,62000,3200,17200,POS
SALE-102483,2024-03-15,2024,3,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,13,5200,0,67600,3600,20800,Transfer
SALE-102484,2025-06-27,2025,6,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Facial Cleanser,Skin Care,14,4800,1000,66200,3300,20000,POS
SALE-102485,2024-06-22,2024,6,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,4,4500,1000,17000,3200,4200,Cash
SALE-102486,2023-10-22,2023,10,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Facial Cleanser,Skin Care,8,4800,1000,37400,3300,11000,Cash
SALE-102487,2025-02-02,2025,2,Justrite Ogba,Ogba,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,0,3800,2600,1200,Cash
SALE-102488,2025-03-30,2025,3,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,12,5200,500,61900,3600,18700,POS
SALE-102489,2024-01-14,2024,1,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,4,4500,500,17500,3200,4700,Cash
SALE-102490,2025-04-13,2025,4,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,2,4500,1000,8000,3200,1600,Transfer
SALE-102491,2023-07-17,2023,7,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,2,4200,500,7900,3000,1900,POS
SALE-102492,2024-08-09,2024,8,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,3,5200,1000,14600,3600,3800,Transfer
SALE-102493,2024-04-02,2024,4,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,7,4500,0,31500,3200,9100,Transfer
SALE-102494,2025-03-29,2025,3,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,9,4500,0,40500,3200,11700,POS
SALE-102495,2024-01-03,2024,1,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,2,4800,1000,8600,3300,2000,Cash
SALE-102496,2025-01-25,2025,1,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Scrub,Body Care,5,4200,500,20500,3000,5500,Transfer
SALE-102497,2024-09-18,2024,9,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Shower Gel,Bath Care,11,3800,500,41300,2600,12700,Transfer
SALE-102498,2023-04-22,2023,4,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Facial Cleanser,Skin Care,9,4800,1000,42200,3300,12500,Transfer
SALE-102499,2023-08-19,2023,8,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Scrub,Body Care,5,4200,1000,20000,3000,5000,Transfer
SALE-102500,2024-07-14,2024,7,Justrite Ogba,Ogba,Supermarket,GlowCare Face Cream,Skin Care,14,5200,0,72800,3600,22400,POS
SALE-102501,2025-03-16,2025,3,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,4,4200,0,16800,3000,4800,Cash
SALE-102502,2024-09-17,2024,9,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Face Cream,Skin Care,3,5200,0,15600,3600,4800,Cash
SALE-102503,2025-02-14,2025,2,Justrite Ogba,Ogba,Supermarket,GlowCare Body Scrub,Body Care,13,4200,0,54600,3000,15600,Cash
SALE-102504,2024-01-04,2024,1,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Face Cream,Skin Care,13,5200,0,67600,3600,20800,Cash
SALE-102505,2023-10-20,2023,10,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Shower Gel,Bath Care,11,3800,500,41300,2600,12700,POS
SALE-102506,2024-03-19,2024,3,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Facial Cleanser,Skin Care,3,4800,0,14400,3300,4500,POS
SALE-102507,2024-09-23,2024,9,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,11,4500,500,49000,3200,13800,POS
SALE-102508,2025-07-13,2025,7,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,500,14700,2600,4300,POS
SALE-102509,2023-09-22,2023,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Face Cream,Skin Care,5,5200,500,25500,3600,7500,Cash
SALE-102510,2025-06-14,2025,6,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,5,5200,0,26000,3600,8000,Cash
SALE-102511,2024-01-21,2024,1,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Shower Gel,Bath Care,7,3800,500,26100,2600,7900,Cash
SALE-102512,2025-04-18,2025,4,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,1,4200,500,3700,3000,700,POS
SALE-102513,2023-05-28,2023,5,Shoprite Festival Mall,Festac,Supermarket,GlowCare Facial Cleanser,Skin Care,5,4800,0,24000,3300,7500,POS
SALE-102514,2024-01-31,2024,1,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,10,3800,500,37500,2600,11500,Cash
SALE-102515,2024-03-17,2024,3,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Lotion,Body Care,11,4500,1000,48500,3200,13300,POS
SALE-102516,2024-04-19,2024,4,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,10,4500,0,45000,3200,13000,Cash
SALE-102517,2024-05-16,2024,5,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,10,5200,500,51500,3600,15500,Transfer
SALE-102518,2023-01-26,2023,1,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,13,4500,0,58500,3200,16900,Cash
SALE-102519,2025-04-16,2025,4,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,0,67200,3300,21000,POS
SALE-102520,2024-08-21,2024,8,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,13,3800,500,48900,2600,15100,POS
SALE-102521,2024-03-25,2024,3,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,7,3800,1000,25600,2600,7400,Cash
SALE-102522,2023-01-28,2023,1,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,8,3800,500,29900,2600,9100,Transfer
SALE-102523,2025-04-13,2025,4,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Lotion,Body Care,2,4500,500,8500,3200,2100,Transfer
SALE-102524,2024-05-25,2024,5,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,12,5200,1000,61400,3600,18200,POS
SALE-102525,2023-01-09,2023,1,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,1,4200,0,4200,3000,1200,Transfer
SALE-102526,2025-03-02,2025,3,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Facial Cleanser,Skin Care,5,4800,500,23500,3300,7000,Cash
SALE-102527,2025-11-12,2025,11,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,1,4200,0,4200,3000,1200,POS
SALE-102528,2023-12-02,2023,12,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,12,5200,500,61900,3600,18700,POS
SALE-102529,2023-12-12,2023,12,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,4,4500,0,18000,3200,5200,POS
SALE-102530,2024-04-22,2024,4,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,13,5200,1000,66600,3600,19800,POS
SALE-102531,2025-04-30,2025,4,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,2,4500,0,9000,3200,2600,POS
SALE-102532,2024-08-10,2024,8,Shoprite The Palms,Lekki,Supermarket,GlowCare Face Cream,Skin Care,14,5200,0,72800,3600,22400,POS
SALE-102533,2024-07-22,2024,7,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,1,4800,0,4800,3300,1500,POS
SALE-102534,2023-03-13,2023,3,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Facial Cleanser,Skin Care,1,4800,500,4300,3300,1000,Transfer
SALE-102535,2025-08-31,2025,8,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,12,4500,0,54000,3200,15600,Transfer
SALE-102536,2025-04-16,2025,4,Justrite Ogba,Ogba,Supermarket,GlowCare Face Cream,Skin Care,8,5200,0,41600,3600,12800,POS
SALE-102537,2025-02-13,2025,2,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Shower Gel,Bath Care,7,3800,500,26100,2600,7900,Cash
SALE-102538,2023-03-19,2023,3,Justrite Ogba,Ogba,Supermarket,GlowCare Face Cream,Skin Care,9,5200,1000,45800,3600,13400,POS
SALE-102539,2024-09-03,2024,9,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,5,4800,1000,23000,3300,6500,Transfer
SALE-102540,2024-08-31,2024,8,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,12,4500,500,53500,3200,15100,Transfer
SALE-102541,2024-07-12,2024,7,Shoprite Festival Mall,Festac,Supermarket,GlowCare Face Cream,Skin Care,13,5200,1000,66600,3600,19800,POS
SALE-102542,2024-01-31,2024,1,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,3,4500,1000,12500,3200,2900,POS
SALE-102543,2025-05-29,2025,5,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,11,4500,0,49500,3200,14300,Transfer
SALE-102544,2024-01-03,2024,1,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Scrub,Body Care,5,4200,1000,20000,3000,5000,Transfer
SALE-102545,2023-01-05,2023,1,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,5,4500,0,22500,3200,6500,Cash
SALE-102546,2025-10-08,2025,10,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,3,5200,0,15600,3600,4800,Cash
SALE-102547,2025-03-02,2025,3,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,6,4500,1000,26000,3200,6800,Cash
SALE-102548,2024-05-18,2024,5,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,0,3800,2600,1200,Transfer
SALE-102549,2023-12-17,2023,12,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,500,28300,3300,8500,POS
SALE-102550,2023-02-09,2023,2,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,13,4800,0,62400,3300,19500,Cash
SALE-102551,2023-09-01,2023,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Facial Cleanser,Skin Care,4,4800,0,19200,3300,6000,POS
SALE-102552,2025-11-12,2025,11,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,6,3800,500,22300,2600,6700,Transfer
SALE-102553,2024-07-03,2024,7,Shoprite Festival Mall,Festac,Supermarket,GlowCare Facial Cleanser,Skin Care,10,4800,0,48000,3300,15000,Cash
SALE-102554,2025-11-27,2025,11,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Facial Cleanser,Skin Care,11,4800,500,52300,3300,16000,Transfer
SALE-102555,2024-05-31,2024,5,Shoprite The Palms,Lekki,Supermarket,GlowCare Facial Cleanser,Skin Care,11,4800,0,52800,3300,16500,Cash
SALE-102556,2025-08-31,2025,8,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Scrub,Body Care,2,4200,0,8400,3000,2400,POS
SALE-102557,2024-02-27,2024,2,Jendol Alakuko,Alakuko,Superstore,GlowCare Shower Gel,Bath Care,4,3800,500,14700,2600,4300,Cash
SALE-102558,2024-09-25,2024,9,Justrite Ogba,Ogba,Supermarket,GlowCare Shower Gel,Bath Care,6,3800,0,22800,2600,7200,POS
SALE-102559,2025-08-24,2025,8,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Lotion,Body Care,8,4500,0,36000,3200,10400,Cash
SALE-102560,2025-09-01,2025,9,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,12,5200,500,61900,3600,18700,Transfer
SALE-102561,2023-04-19,2023,4,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,10,4500,0,45000,3200,13000,POS
SALE-102562,2025-09-20,2025,9,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,6,4200,0,25200,3000,7200,Cash
SALE-102563,2024-10-10,2024,10,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,14,4200,0,58800,3000,16800,Cash
SALE-102564,2025-04-19,2025,4,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Shower Gel,Bath Care,7,3800,1000,25600,2600,7400,Transfer
SALE-102565,2025-01-13,2025,1,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,2,3800,0,7600,2600,2400,POS
SALE-102566,2023-06-24,2023,6,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,3,4500,0,13500,3200,3900,Transfer
SALE-102567,2023-06-05,2023,6,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,0,15200,2600,4800,Transfer
SALE-102568,2024-04-25,2024,4,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,7,4200,500,28900,3000,7900,Cash
SALE-102569,2025-05-24,2025,5,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,8,5200,0,41600,3600,12800,POS
SALE-102570,2023-01-13,2023,1,Jendol Alakuko,Alakuko,Superstore,GlowCare Face Cream,Skin Care,10,5200,500,51500,3600,15500,Cash
SALE-102571,2024-12-24,2024,12,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,14,3800,500,52700,2600,16300,Transfer
SALE-102572,2023-09-13,2023,9,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Scrub,Body Care,6,4200,1000,24200,3000,6200,Transfer
SALE-102573,2025-12-18,2025,12,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,3,4800,0,14400,3300,4500,Cash
SALE-102574,2024-01-02,2024,1,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,8,4500,0,36000,3200,10400,Cash
SALE-102575,2025-10-02,2025,10,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,8,4200,500,33100,3000,9100,Transfer
SALE-102576,2023-06-26,2023,6,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Lotion,Body Care,7,4500,0,31500,3200,9100,Cash
SALE-102577,2023-01-09,2023,1,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,13,4800,0,62400,3300,19500,Transfer
SALE-102578,2023-01-27,2023,1,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,11,4800,0,52800,3300,16500,POS
SALE-102579,2024-04-10,2024,4,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,14,3800,1000,52200,2600,15800,Transfer
SALE-102580,2025-10-09,2025,10,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Scrub,Body Care,12,4200,0,50400,3000,14400,Transfer
SALE-102581,2025-07-02,2025,7,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,6,4200,1000,24200,3000,6200,Cash
SALE-102582,2024-03-16,2024,3,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,12,4200,0,50400,3000,14400,Transfer
SALE-102583,2024-04-12,2024,4,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,10,4500,500,44500,3200,12500,Transfer
SALE-102584,2025-08-16,2025,8,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Lotion,Body Care,6,4500,500,26500,3200,7300,Cash
SALE-102585,2025-04-02,2025,4,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,14,3800,500,52700,2600,16300,Transfer
SALE-102586,2024-04-19,2024,4,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Facial Cleanser,Skin Care,12,4800,500,57100,3300,17500,Transfer
SALE-102587,2025-07-30,2025,7,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,12,4500,500,53500,3200,15100,POS
SALE-102588,2025-01-08,2025,1,Jendol Alakuko,Alakuko,Superstore,GlowCare Body Scrub,Body Care,9,4200,0,37800,3000,10800,Cash
SALE-102589,2024-12-03,2024,12,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,10,5200,0,52000,3600,16000,Transfer
SALE-102590,2023-10-21,2023,10,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Facial Cleanser,Skin Care,5,4800,1000,23000,3300,6500,POS
SALE-102591,2024-07-08,2024,7,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,1000,66200,3300,20000,POS
SALE-102592,2023-03-25,2023,3,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,7,4800,1000,32600,3300,9500,Cash
SALE-102593,2025-06-16,2025,6,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,13,4800,0,62400,3300,19500,POS
SALE-102594,2025-03-22,2025,3,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,6,4200,500,24700,3000,6700,Transfer
SALE-102595,2023-09-19,2023,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,5,3800,500,18500,2600,5500,POS
SALE-102596,2025-11-02,2025,11,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Facial Cleanser,Skin Care,14,4800,1000,66200,3300,20000,POS
SALE-102597,2024-07-23,2024,7,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,10,4200,0,42000,3000,12000,Cash
SALE-102598,2024-12-05,2024,12,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,2,5200,500,9900,3600,2700,Cash
SALE-102599,2024-07-12,2024,7,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,3,4200,500,12100,3000,3100,Cash
SALE-102600,2023-02-06,2023,2,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Facial Cleanser,Skin Care,4,4800,0,19200,3300,6000,POS
SALE-102601,2023-12-11,2023,12,Shoprite Festival Mall,Festac,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,500,66700,3300,20500,POS
SALE-102602,2023-09-21,2023,9,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,7,4800,0,33600,3300,10500,Cash
SALE-102603,2024-05-26,2024,5,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,2,4800,1000,8600,3300,2000,POS
SALE-102604,2024-03-06,2024,3,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Scrub,Body Care,2,4200,1000,7400,3000,1400,Cash
SALE-102605,2023-04-15,2023,4,Justrite Ogba,Ogba,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,1000,33200,2600,9800,Transfer
SALE-102606,2025-12-02,2025,12,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,13,5200,0,67600,3600,20800,Cash
SALE-102607,2023-05-24,2023,5,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,6,4800,0,28800,3300,9000,POS
SALE-102608,2024-07-06,2024,7,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,0,34200,2600,10800,Transfer
SALE-102609,2025-04-16,2025,4,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Face Cream,Skin Care,7,5200,500,35900,3600,10700,POS
SALE-102610,2025-01-20,2025,1,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,5,4800,500,23500,3300,7000,Transfer
SALE-102611,2023-08-22,2023,8,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,13,5200,0,67600,3600,20800,POS
SALE-102612,2024-06-05,2024,6,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,14,4200,0,58800,3000,16800,Cash
SALE-102613,2023-04-28,2023,4,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,11,4500,1000,48500,3200,13300,Cash
SALE-102614,2023-07-18,2023,7,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Facial Cleanser,Skin Care,3,4800,500,13900,3300,4000,Transfer
SALE-102615,2023-10-23,2023,10,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,9,4500,500,40000,3200,11200,Cash
SALE-102616,2025-05-20,2025,5,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,1,4500,1000,3500,3200,300,POS
SALE-102617,2023-03-03,2023,3,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Lotion,Body Care,13,4500,0,58500,3200,16900,POS
SALE-102618,2024-09-06,2024,9,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Scrub,Body Care,8,4200,1000,32600,3000,8600,Transfer
SALE-102619,2025-05-27,2025,5,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,10,4800,1000,47000,3300,14000,POS
SALE-102620,2025-11-06,2025,11,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,3,4200,500,12100,3000,3100,POS
